"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-P-000131","Marihuana Processor - License","Dragonfly Vega","26980 County Road 215, Arlington MI 49013","07/21/2023","Active",,,
"AU-G-C-000197","Class C Marihuana Grower - License","Sapphire Farms","24685 County Road 681, Arlington MI 49013","07/21/2023","Active",,,
"AU-G-C-000204","Class C Marihuana Grower - License","Sapphire Farms","24685 County Road 681, Arlington MI 49013","07/21/2023","Active",,,
"AU-G-C-000203","Class C Marihuana Grower - License","Sapphire Farms","24685 County Road 681, Arlington MI 49013","07/21/2023","Active",,,
"AU-R-000260","Marihuana Retailer - License","LAKE EFFECT GROUP, LLC","8314 Portage RD, Portage MI 49002","07/21/2023","Active",,,
"AU-P-000133","Marihuana Processor - License","Pyramid Pens","736 N Larch ST, Lansing MI 48906","07/20/2023","Active",,,
"AU-G-C-000209","Class C Marihuana Grower - License","RED ARROW FARM","34280 56TH ST, Bangor MI 49013","07/16/2023","Active",,,
"AU-G-C-000211","Class C Marihuana Grower - License","RED ARROW FARM","34280 56TH ST, Bangor MI 49013","07/16/2023","Active",,,
"AU-G-C-000210","Class C Marihuana Grower - License","RED ARROW FARM","34280 56TH ST, Bangor MI 49013","07/16/2023","Active",,,
"AU-ER-000498","Adult-Use Entity Registration - License","Green Mitten Agricultural Corporation",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000273","Marihuana Retailer - License","Redbud Roots Lab VIII, Inc.","1817 Commerce ST, Muskegon MI 49441","07/16/2023","Active","Home Delivery - Approved",,
"AU-R-000252","Marihuana Retailer - License","Curaleaf","14501 Beadle Lake RD, Battle Creek MI 49014","01/28/2023","License Void","Home Delivery - Approved",,
"AU-ER-000499","Adult-Use Entity Registration - License","NOBO Michigan LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000269","Marihuana Retailer - License","The Patient Station","539 South Huron ST, Ypsilanti MI 48197","07/16/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000277","Marihuana Retailer - License","Pinnacle Emporium","100 South Steer ST, Addison MI 49220","12/23/2023","Active","Home Delivery - Approved",,
"AU-G-C-000208","Class C Marihuana Grower - License","Primitiv","1230 Mason CT, Webberville MI 48892","07/15/2023","Active",,,
"AU-G-C-000202","Class C Marihuana Grower - License","ILIAD EPIC GROW","921 Terminal RD, Lansing MI 48906","07/15/2023","Active",,,
"AU-G-C-000205","Class C Marihuana Grower - License","Trucenta LLC","1770 E Columbia AVE, Battle Creek MI 49014","02/19/2024","Active",,,
"AU-G-C-000207","Class C Marihuana Grower - License","Trucenta LLC","1770 E Columbia AVE, Battle Creek MI 49014","02/19/2024","Active",,,
"AU-G-C-000206","Class C Marihuana Grower - License","Trucenta LLC","1770 E Columbia AVE, Battle Creek MI 49014","02/19/2024","Active",,,
"AU-ER-000500","Adult-Use Entity Registration - License","Jars Holdings LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000262","Marihuana Retailer - License","MED+LEAF, LLC","301 West Main ST, Hartford MI 49057","07/14/2023","Active",,,
"AU-ER-000495","Adult-Use Entity Registration - License","NH VENTURES, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-B-000109","Class B Marihuana Grower - License","Liberty Wellness, LLC","208 Hyde ST, Kalkaska MI 49646","07/14/2023","Active",,,
"AU-ER-000496","Adult-Use Entity Registration - License","305 N Euclid, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000494","Adult-Use Entity Registration - License","Wayne PRV, Inc",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000490","Adult-Use Entity Registration - License","Green Square Holdings, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000492","Adult-Use Entity Registration - License","DK2COR2SUP, INC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000258","Marihuana Retailer - License","Lume Cannabis Co.","1020 S Nicolet ST, Mackinaw City MI 49701","02/24/2024","Active","Home Delivery - Approved",,
"AU-R-000264","Marihuana Retailer - License","Green Vitality Ypsilanti","50 Ecorse RD Suite B, Ypsilanti MI 48198","07/09/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000263","Marihuana Retailer - License","Dort Hwy Dispo","2512 E Bristol RD Unit A, Burton MI 48529","07/09/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000266","Marihuana Retailer - License","Herbology Cannabis Co. Express","261 Burke ST, River Rouge MI 48218","07/09/2023","Active","Home Delivery - Approved",,
"AU-R-000259","Marihuana Retailer - License","High Profile Cannabis Shop","804 E. Front ST, Buchanan MI 49107","02/10/2024","Active",,,
"AU-ER-000460","Adult-Use Entity Registration - License","OakPharma LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000274","Marihuana Retailer - License","Herbana","702 S Main ST, Ann Arbor MI 48104","07/08/2023","Active",,,
"AU-ST-000115","Marihuana Secure Transporter - License","Griffin Secure Transport LLC","41225 Production DR, Harrison Township MI 48045","07/08/2022","License Void",,,
"AU-ER-000493","Adult-Use Entity Registration - License","Michigan MM, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000255","Marihuana Retailer - License","Lume Cannabis Co.","1345 US Hwy 31 North, Petoskey MI 49770","02/24/2024","Active","Home Delivery - Approved",,
"AU-ER-000482","Adult-Use Entity Registration - License","Redbud Roots Lab VIII, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000379","Adult-Use Entity Registration - License","Exotic Flowerz LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000422","Adult-Use Entity Registration - License","120 West LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000199","Class C Marihuana Grower - License","EPS I, LLC","1120 Industrial RD, Marshall MI 49068","06/17/2023","Active",,,
"AU-R-000261","Marihuana Retailer - License","DOJA","4203 E Centre AVE, Portage MI 49002","07/02/2023","Active",,,
"AU-ER-000477","Adult-Use Entity Registration - License","Loud Labs of Michigan, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000248","Marihuana Retailer - License","Cannamazoo","2233 N. Burdick ST, Kalamazoo MI 49007","07/01/2023","Active",,,
"AU-P-000125","Marihuana Processor - License","Insano Pharms","2300 Spikes LN, Lansing MI 48906","03/10/2024","Active",,,
"AU-ER-000484","Adult-Use Entity Registration - License","Benzie Provisions, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000483","Adult-Use Entity Registration - License","CS Holding Page Ave, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000469","Adult-Use Entity Registration - License","Green Standard Cultivation, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000479","Adult-Use Entity Registration - License","Ground Control Michigan LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000451","Adult-Use Entity Registration - License","Grower Consultants LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000478","Adult-Use Entity Registration - License","Centennial Logistics, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000468","Adult-Use Entity Registration - License","Liberty Gallery INC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000256","Marihuana Retailer - License","Sticky Ypsi","1090 North Huron River DR, Ypsilanti MI 48197","06/25/2022","License Void","Home Delivery - Approved","Public Documents Available",
"AU-G-B-000107","Class B Marihuana Grower - License","Treetown Cannabis","834 Railroad ST, Ypsilanti MI 48197","01/07/2024","License Void",,,
"AU-G-C-000196","Class C Marihuana Grower - License","Great Lakes Natural Remedies Inc","1711 Banner RD, Saginaw MI 48601","02/12/2021","License Void",,"Public Documents Available",
"AU-ST-000114","Marihuana Secure Transporter - License","AFA Secured Transporter LLC","810 Filley Street Suite A, Lansing MI 48906","06/25/2023","Active",,"Public Documents Available",
"AU-G-C-000183","Class C Marihuana Grower - License","Demeter Group, LLC","186 W Howard ST, Breedsville MI 49027","06/25/2023","Active",,,
"AU-G-EX-000108","Excess Marihuana Grower - License","Green Peak Innovations","1669 E Jolly RD, Lansing MI 48910","11/27/2023","Active",,,
"AU-R-000257","Marihuana Retailer - License","Riverside Provisioning Kalkaska","782 S Cedar ST, Kalkaska MI 49646","03/04/2024","Active",,,
"AU-R-000249","Marihuana Retailer - License","Maivda Investments LLC","131 W Chicago ST, Quincy MI 49082","06/24/2023","Active","Home Delivery - Approved",,
"AU-ER-000475","Adult-Use Entity Registration - License","Suhasons Investments LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000250","Marihuana Retailer - License","The Refinery Kalamazoo","3650 Alvan RD, Kalamazoo MI 49001","06/24/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-ER-000476","Adult-Use Entity Registration - License","Terrapin Investment Fund III, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000470","Adult-Use Entity Registration - License","GreenCo Ventures, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000471","Adult-Use Entity Registration - License","Future Trust Transport LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000452","Adult-Use Entity Registration - License","Griffin Secure Transport LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-P-000130","Marihuana Processor - License","MiMeds Processing","2309 N Burdick ST, Kalamazoo MI 49007","06/22/2023","Active",,"Public Documents Available",
"AU-R-000254","Marihuana Retailer - License","Cloud Cannabis Company","2190 Whitehall RD Suite E, Muskegon MI 49445","06/22/2023","Active","Home Delivery - Approved",,
"AU-P-000127","Marihuana Processor - License","Cresco Labs Michigan, LLC","210 West Oliver DR, Marshall MI 49068","06/22/2023","Active",,,
"AU-G-C-000179","Class C Marihuana Grower - License","New Genetics, LLC","10310 Harvest Park, Dimondale MI 48821","06/16/2022","License Void",,,
"AU-R-000247","Marihuana Retailer - License","People's Choice","2247 W Liberty ST, Ann Arbor MI 48103","06/19/2023","Active","Home Delivery - Approved",,
"AU-G-C-000190","Class C Marihuana Grower - License","ONE GARDEN","23775 Hoover RD, Warren MI 48089","06/19/2023","Active",,,
"AU-G-C-000189","Class C Marihuana Grower - License","ONE GARDEN","23775 Hoover RD, Warren MI 48089","06/19/2023","Active",,,
"AU-G-C-000188","Class C Marihuana Grower - License","ONE GARDEN","23775 Hoover RD, Warren MI 48089","06/19/2023","Active",,,
"AU-G-C-000168","Class C Marihuana Grower - License","TRIMED SUSTAINABLE SOLUTION LLC","1271 EDEN WAY, CHESANING MI 48616","01/06/2021","License Void",,"Public Documents Available",
"AU-ER-000465","Adult-Use Entity Registration - License","Cedjo Services, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000167","Class C Marihuana Grower - License","TRIMED SUSTAINABLE SOLUTION LLC","1271 Eden WAY, Chesaning MI 48616","01/06/2021","License Void",,"Public Documents Available",
"AU-ER-000467","Adult-Use Entity Registration - License","JRJ Ventures I, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000464","Adult-Use Entity Registration - License","ACT Laboratories Inc",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-B-000108","Class B Marihuana Grower - License","LocalGrove","42728 Executive DR, Harrison Township MI 48045","06/18/2023","Active",,,
"AU-ER-000466","Adult-Use Entity Registration - License","The District Park LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000169","Class C Marihuana Grower - License","EPS I LLC","1120 Industrial RD, Marshall MI 49068","06/17/2023","Active",,,
"AU-R-000246","Marihuana Retailer - License","Nature's Finest- Battle Creek 2","625 North AVE, Battle Creek MI 49017","06/17/2021","License Void",,,
"AU-ER-000456","Adult-Use Entity Registration - License","2233 N Burdick, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000463","Adult-Use Entity Registration - License","Wayne Wellness Inc",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000461","Adult-Use Entity Registration - License","Royal Highness PC2 LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000244","Marihuana Retailer - License","New Standard Edmore","202 E Main ST, Edmore MI 48829","01/08/2024","Active",,,
"AU-G-C-000180","Class C Marihuana Grower - License","New Genetics, LLC","10310 Harvest Park, Dimondale MI 48821","06/16/2022","License Void",,"Public Documents Available",
"AU-ER-000450","Adult-Use Entity Registration - License","JMS 75 LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000462","Adult-Use Entity Registration - License","Redbud Roots Lab X, Inc.",,"01/24/2024","Active - Main Prequalified",,,
"AU-R-000245","Marihuana Retailer - License","Highly Cannaco","293 E. Columbia AVE, Battle Creek MI 49015","06/16/2023","Active","Home Delivery - Approved",,
"AU-ER-000455","Adult-Use Entity Registration - License","Kenzy Consulting, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000182","Class C Marihuana Grower - License","FLURESH LLC","1751 West Beecher ST, Adrian MI 49221","04/20/2024","Active",,"Public Documents Available",
"AU-G-C-000181","Class C Marihuana Grower - License","FLURESH LLC","1751 West Beecher ST, Adrian MI 49221","04/20/2024","Active",,,
"AU-G-C-000177","Class C Marihuana Grower - License","Pleasantrees Cannabis Company","40800 Executive Drive, Harrison Township MI 48045","02/19/2024","Active",,,
"AU-G-C-000176","Class C Marihuana Grower - License","Pleasantrees Cannabis Company","40800 Executive Drive, Harrison Township MI 48045","02/19/2024","Active",,"Public Documents Available",
"AU-G-C-000175","Class C Marihuana Grower - License","Pleasantrees Cannabis Company","40800 Executive Drive, Harrison Township MI 48045","02/19/2024","Active",,,
"AU-ER-000458","Adult-Use Entity Registration - License","RGR Industries, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000440","Adult-Use Entity Registration - License","KULA FARMS LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-P-000128","Marihuana Processor - License","Pleasantrees Cannabis Company","41900 Executive DR, Harrison Township MI 48045","02/19/2024","Active",,,
"AU-ER-000447","Adult-Use Entity Registration - License","Five Lakes Farm, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000178","Class C Marihuana Grower - License","UBaked","3245 Card DR, Burton MI 48529","06/10/2023","Active",,"Public Documents Available",
"AU-P-000129","Marihuana Processor - License","UBaked","3245 Card DR, Burton MI 48529","06/10/2023","Active",,,
"AU-P-000126","Marihuana Processor - License","HUMBLEBEE","6974 N. Old 27, Frederic MI 49733","02/20/2024","Active",,,
"AU-SC-000103","Marihuana Safety Compliance Facility - License","Viridis North LLC","1424 Straits DR, Bay City MI 48706","06/10/2023","Active",,,
"AU-ER-000441","Adult-Use Entity Registration - License","Michigan's Finest MMD, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000448","Adult-Use Entity Registration - License","BRT Capital 3, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000405","Adult-Use Entity Registration - License","Compassionate Care by Design 1, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000454","Adult-Use Entity Registration - License","3895 EUCLID LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000392","Adult-Use Entity Registration - License","Northern Native Cannabis Company, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000407","Adult-Use Entity Registration - License","Huntington Valley Ventures, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-000377","Adult-Use Entity Registration - License","D & K Alliance, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000172","Class C Marihuana Grower - License","Country Boy Farms, LLC","1117 North Main ST, Chesaning MI 48616","06/05/2023","Active",,,
