"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"GR-C-000220","Class C Grower – License","Dragonfly Apollo","24685 County Road 681 Suite 2, Arlington MI 49013","04/25/2020","Closed",,,
"PC-000225","Provisioning Center - License","Green Tree Relief","124 S Main ST, Reading MI 49274","04/25/2023","Closed","Approved","Public Documents Available",
"PC-000235","Provisioning Center - License","Cannamazoo","2233 N Burdick ST, Kalamazoo MI 49007","04/25/2022","Closed","Approved","Public Documents Available",
"PC-000199","Provisioning Center - License","Northern Roots Provisioning Center","635 S. State ST, Oscoda MI 48750","04/25/2022","Closed","Approved","Public Documents Available",
"PC-000263","Provisioning Center - License","Essence Collective","759 East Pinconning RD, Pinconning MI 48650","04/25/2023","Active","Approved","Public Documents Available",
"PC-000211","Provisioning Center - License","GLH Cannabis Company","1210 East Columbia AVE, Battle Creek MI 49014","04/25/2023","Active","Approved","Public Documents Available",
"GR-A-000024","Class A Grower – License","Truu Cannabis","914 East Gier ST, Lansing MI 48906","04/25/2022","Closed",,,
"GR-A-000050","Class A Grower – License","CRG Buds LLC","6702 Sheridan RD, Vassar MI 48768","04/25/2022","Closed",,"Public Documents Available",
"GR-A-000045","Class A Grower – License","The Detroit Bud Company","23295 Blackstone AVE, Warren MI 48089","04/25/2023","Active",,,
"PC-000256","Provisioning Center - License","High Level Health","1730 US Highway 23, East Tawas MI 48730","12/07/2021","Closed",,"Public Documents Available",
"GR-C-000159","Class C Grower – License","K.I.L.O. Farms","5437 Roehrs RD, Beaverton MI 48612","04/25/2024","Active",,"Public Documents Available",
"PC-000241","Provisioning Center - License","Green Peak Industries, LLC","194 N Charles ST, White Cloud MI 49349","10/18/2020","Closed","Approved",,
"PC-000261","Provisioning Center - License","Remedii Natural Health","3557 Wilder Road, Bay City MI 48706","02/21/2022","Closed","Approved","Public Documents Available",
"PC-000260","Provisioning Center - License","Remedii Natural Health","989 East Main ST, Morenci MI 49256","02/21/2024","Active","Approved","Public Documents Available",
"PC-000259","Provisioning Center - License","Motown Meds","18334 W Warren Avenue, Detroit MI 48228","02/21/2023","Active - Late Renewal","Approved","Public Documents Available",
"SC-000008","Safety Compliance - License","ABKO Labs, LLC","25900 Dequindre RD Suite A, Warren MI 48091","04/25/2023","Active",,"Public Documents Available",
"ERG-000682","Entity Prequalification","Susco, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000654","Entity Prequalification","MM Agriculture, LLC","MI","12/31/2099","Active - Main Applicant",,,
"ERG-001294","Entity Prequalification","Green Bronco II, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001180","Entity Prequalification","Pistolesi L.L.C.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001155","Entity Prequalification","Greenguard Transport LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000888","Entity Prequalification","Jefferson Green Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-000731","Entity Prequalification","Great Lakes Holistics, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001027","Entity Prequalification","Portage Acquisitions, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001336","Entity Prequalification","Cross Country Enterprises LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000566","Entity Prequalification","WL Green Ventures Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000048","Entity Prequalification","Medical Greens Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000732","Entity Prequalification","MichiCann LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000759","Entity Prequalification","Lion Labs Ltd.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000190","Entity Prequalification","Detroit Caregivers Center Association LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000342","Entity Prequalification","Demeter Group, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000863","Entity Prequalification","EPS I, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001301","Entity Prequalification","Dragonfly Kitchen II Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001359","Entity Prequalification","Apex Ultra Worldwide, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001007","Entity Prequalification","Therapeutic Health Choices, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000271","Class C Grower – License","VB Chesaning, LLC","624 Brady ST, Chesaning MI 48616","07/12/2019","Closed",,,
"ERG-000816","Entity Prequalification","North Coast Collective, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000252","Provisioning Center - License","Michigan Organic Solutions","3549 S Dort HWY Suite 106, Flint MI 48507","03/21/2023","Active - Late Renewal","Approved",,
"ERG-001339","Entity Prequalification","First Dort Enterprises, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000186","Class C Grower – License","Whispering Green Exotics","41485 Production DR, Harrison Township MI 48045","03/21/2023","Active - Late Renewal",,,
"ERG-001326","Entity Prequalification","A & H Partners, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000229","Provisioning Center - License","The Flower Bowl","28661 Michigan AVE, Inkster MI 48141","03/21/2024","Active","Approved","Public Documents Available",
"ERG-001284","Entity Prequalification","Mariogibson LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000245","Provisioning Center - License","Lit Provisioning Centers","600 West 7th ST, Evart MI 49631","03/21/2023","Closed","Approved",,
"GR-C-000270","Class C Grower – License","Attitude Wellness LLC","9741 South Industrial Park DR, Evart MI 49631","04/22/2020","Closed",,,
"GR-C-000269","Class C Grower – License","Attitude Wellness LLC","9741 South Industrial Park DR, Evart MI 49631","04/22/2020","Closed",,,
"GR-C-000268","Class C Grower – License","Attitude Wellness LLC","9741 South Industrial Park, Evart MI 49631","04/22/2020","Closed",,,
"ERG-001369","Entity Prequalification","Maridell Corporation",,"12/31/2099","Active - Main Applicant",,,
"ERG-001368","Entity Prequalification","Green Mitten Agricultural Corporation",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000267","Class C Grower – License","Lume Cannabis Co.","9741 South Industrial Park DR, Evart MI 49631","03/21/2024","Active",,"Public Documents Available",
"GR-C-000266","Class C Grower – License","Lume Cannabis Co.","9741 South Industrial Park DR, Evart MI 49631","03/21/2024","Active",,"Public Documents Available",
"GR-C-000265","Class C Grower – License","Attitude Wellness LLC","9741 South Industrial Park DR, Evart MI 49631","04/22/2020","Closed",,,
"GR-C-000264","Class C Grower – License","Attitude Wellness LLC","9741 South Industrial Park DR, Evart MI 49631","04/22/2020","Closed",,,
"ERG-001275","Entity Prequalification","Five Lakes Farm, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000263","Class C Grower – License","Attitude Wellness LLC","9741 South Industrial Park DR, Evart MI 49631","04/22/2020","Closed",,,
"GR-C-000262","Class C Grower – License","Lume Cannabis Co.","9741 South Industrial Park DR, Evart MI 49631","03/21/2024","Active",,"Public Documents Available",
"ERG-001227","Entity Prequalification","Attitude Wellness LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000243","Provisioning Center - License","Green Buddha of Bangor Twp","3915 Wilder RD, Bay City MI 48706","03/21/2024","Active",,"Public Documents Available",
"GR-C-000235","Class C Grower – License","OrganiLife of Michigan, LLC","15403 Sharon RD, Chesaning MI 48616","03/21/2020","Closed",,,
"PC-000183","Provisioning Center - License","Huron View, LLC","3152 Packard ST, Ann Arbor MI 48108","03/21/2023","Active - Late Renewal","Approved","Public Documents Available",
"ERG-000973","Entity Prequalification","Huron View, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000254","Provisioning Center - License","The Reef","6640 E 8 Mile RD, Detroit MI 48234","03/21/2023","Closed","Approved","Public Documents Available",
"ERG-000857","Entity Prequalification","Joint Ventures MI, Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-A-000040","Class A Grower – License","Driven Grow","10925 Bruun TRL, Frederic MI 49733","03/21/2020","Closed",,,
"PC-000238","Provisioning Center - License","Meds Cafe","2352 South US 23, Rogers City MI 49779","03/21/2023","Active - Late Renewal","Approved","Public Documents Available",
"ERG-000839","Entity Prequalification","MSRA Enterprises, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000061","Class C Grower – License","R-PTN Haltiner, LLC","55 Haltiner ST, River Rouge MI 48218","03/21/2023","Active - Late Renewal",,"Public Documents Available",
"PC-000242","Provisioning Center - License","Herbology","11392 West Jefferson AVE, River Rouge MI 48218","03/21/2023","Active - Late Renewal","Approved",,
"ERG-000510","Entity Prequalification","Royal Highness LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000233","Provisioning Center - License","Green Door Alternative","7304 Michigan AVE, Detroit MI 48210","03/21/2020","Closed",,,
"ERG-001250","Entity Prequalification","Alternative Gardens, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000231","Provisioning Center - License","Lake Effect Group, LLC","8314 Portage RD, Portage MI 49002","03/21/2023","Active - Late Renewal","Approved",,
"GR-C-000232","Class C Grower – License","Vendco Michigan, Inc","24649 Mound RD Suite 1, Warren MI 48091","08/09/2023","Active",,,
"PC-000249","Provisioning Center - License","DOA","3650 Patterson RD, Bay City MI 48706","02/21/2022","Closed","Approved","Public Documents Available",
"PC-000226","Provisioning Center - License","Shake and Bake Detroit","20477 Schaefer HWY, Detroit MI 48235","02/21/2023","Active - Late Renewal","Approved","Public Documents Available",
"PC-000077","Provisioning Center - License","Fuel 420","1255 Falahee RD, Jackson MI 49203","10/29/2023","Active",,"Public Documents Available",
"ERG-000339","Entity Prequalification","Windsor Township OG, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000904","Entity Prequalification","Clark Street Investment Group, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000912","Entity Prequalification","Viridis Laboratories, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000769","Entity Prequalification","UNLOC Gardens LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000769","Entity Prequalification","UNLOC Gardens LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000971","Entity Prequalification","TeeBz, LLC",,"02/10/2024","Active - Main Applicant",,,
"ERG-000946","Entity Prequalification","Seven Point Supply, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000605","Entity Prequalification","Northern Lights Supply, LLC",,"12/31/2099","Active - Main Applicant",,,
"PR-000039","Processor - License","Skymint","10070 Harvest PARK, Dimondale MI 48821","10/18/2023","Active",,,
"ERG-000349","Entity Prequalification","Jars Holdings, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000694","Entity Prequalification","J Elias Management Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-001009","Entity Prequalification","Jabbs LLC",,"01/17/2024","Active - Main Applicant",,,
"ERG-000985","Entity Prequalification","Evo Pharms, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000666","Entity Prequalification","CRG Buds LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001288","Entity Prequalification","Lake Effect Group, LLC",,"03/21/2024","Active - Main Applicant",,,
"ERG-000770","Entity Prequalification","Bacco Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000710","Entity Prequalification","Next Level Wellness LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000670","Entity Prequalification","T-Rex 1 Corp.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000665","Entity Prequalification","The Detroit Bud Co. LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000858","Entity Prequalification","TMM Enterprises, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000748","Entity Prequalification","Central Coast Horticultural, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000136","Class C Grower – License","Alvarez Cultivation LLC","7266 Cain RD, Leoni Township MI 49201","02/21/2020","Closed",,,
"GR-C-000135","Class C Grower – License","Alvarez Cultivation LLC","7266 Cain RD, Jackson MI 49201","02/21/2024","Active",,"Public Documents Available",
"GR-C-000134","Class C Grower – License","Alvarez Cultivation LLC","7266 Cain RD, Leoni Township MI 49201","02/21/2020","Closed",,,
"PC-000072","Provisioning Center - License","The Happiest Camper LLC","112 Main ST, Reading MI 49274","02/21/2020","Closed",,,
"GR-C-000234","Class C Grower – License","Great Lakes Cultivation, LLC","3323 Associates DR, Burton MI 48529","02/21/2022","Closed",,"Public Documents Available",
"GR-C-000133","Class C Grower – License","Alvarez Cultivation LLC","7266 Cain RD, Leoni Township MI 49201","02/21/2020","Closed",,,
"GR-C-000209","Class C Grower – License","Great Lakes Natural Remedies Inc","3435 Sheridan AVE, Saginaw MI 48601","02/21/2023","Closed",,"Public Documents Available",
"ST-000004","Secure Transporter - License","Evergreen Logistics LLC","7661 Ann Arbor Road, Grass Lake MI 49240","02/21/2021","Closed",,,
"GR-A-000047","Class A Grower – License","3843 Euclid, LLC","1694 Marquette AVE, Bay City MI 48706","10/18/2022","Closed",,,
"GR-C-000021","Class C Grower – License","Real Leaf Solutions","1707 Enterprise DR, Kalkaska MI 49646","02/21/2022","Closed",,,
"PC-000122","Provisioning Center - License","Green Galaxy Meds","408 South Center RD, Flint MI 48506","02/21/2021","Closed","Approved","Public Documents Available",
"PC-000205","Provisioning Center - License","5 & Dime Detroit","20561 Dwyer ST, Detroit MI 48234","02/21/2023","Active - Late Renewal","Approved","Public Documents Available",
"PC-000190","Provisioning Center - License","Thrive Provisioning Center","6007 Ann Arbor RD, Jackson MI 49201","02/23/2021","Closed",,,
"PC-000232","Provisioning Center - License","Remedii","160 E Columbia Ave, Battle Creek MI 49015","02/21/2022","Closed","Approved","Public Documents Available",
"ERG-000058","Entity Prequalification","Comco, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000256","Class C Grower – License","Glorious Cannabis Company","1541 E Huron RD, Au Gres MI 48703","09/10/2022","Closed",,,
"GR-C-000102","Class C Grower – License","Tasty Cannabis Co","23748 Amber AVE, Warren MI 48089","02/21/2024","Active",,"Public Documents Available",
"ERG-000134","Entity Prequalification","Kinne's Intense Living Organics Farms LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000677","Entity Prequalification","The Pure Lapeer, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000805","Entity Prequalification","Pure Roots LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000594","Entity Prequalification","Liv Cannabis Company, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000649","Entity Prequalification","Green Stem, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000844","Entity Prequalification","Glemi, Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-000948","Entity Prequalification","Burdick Investment Group, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000854","Entity Prequalification","989 Ventures, LLC",,"12/31/2099","Active - Main Applicant",,,
